parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",20027,Cornstarch,1.14
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",20445,"Rice, white, long-grain, regular, unenriched, cooked without salt",83.63
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",2047,"Salt, table",1
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",3
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",5186,"Turkey, all classes, light meat, cooked, roasted",39.7
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",6194,"Soup, chicken broth, ready-to-serve",39.7
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",9006,"Apples, raw, without skin, cooked, microwave",19.8
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",9078,"Cranberries, raw",5
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",11283,"Onions, cooked, boiled, drained, without salt",2.5
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",11305,"Peas, green, cooked, boiled, drained, without salt",34.7
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",11379,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",39.7
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",14429,"Water, tap, municipal",24.8
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",18082,"Bread stuffing, bread, dry mix, prepared",14.9
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",19335,"Sugars, granulated",9.9
28145610,"Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal",20027,Cornstarch,2.5
28145710,"Turkey tetrazzini, frozen meal",1033,"Cheese, parmesan, hard",1
28145710,"Turkey tetrazzini, frozen meal",1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",36.8
28145710,"Turkey tetrazzini, frozen meal",2047,"Salt, table",1
28145710,"Turkey tetrazzini, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",1
28145710,"Turkey tetrazzini, frozen meal",5047,"Chicken, broilers or fryers, separable fat, raw",8
28145710,"Turkey tetrazzini, frozen meal",5200,"Turkey, fryer-roasters, meat and skin, cooked, roasted",26.8
28145710,"Turkey tetrazzini, frozen meal",11144,"Celery, cooked, boiled, drained, without salt",27.8
28145710,"Turkey tetrazzini, frozen meal",11264,"Mushrooms, canned, drained solids",6
28145710,"Turkey tetrazzini, frozen meal",14429,"Water, tap, municipal",6
28145710,"Turkey tetrazzini, frozen meal",18079,"Bread crumbs, dry, grated, plain",1
28145710,"Turkey tetrazzini, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",6
28145710,"Turkey tetrazzini, frozen meal",20121,"Pasta, cooked, enriched, without added salt",36.8
28150210,"Haddock with chopped spinach, diet frozen meal",1001,"Butter, salted",4.729
28150210,"Haddock with chopped spinach, diet frozen meal",1032,"Cheese, parmesan, grated",2.083
28150210,"Haddock with chopped spinach, diet frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",122.5
28150210,"Haddock with chopped spinach, diet frozen meal",2047,"Salt, table",0.75
28150210,"Haddock with chopped spinach, diet frozen meal",11458,"Spinach, cooked, boiled, drained, without salt",22.5
28150210,"Haddock with chopped spinach, diet frozen meal",12023,"Seeds, sesame seeds, whole, dried",3
28150210,"Haddock with chopped spinach, diet frozen meal",15033,"Fish, haddock, raw",113.4
28150210,"Haddock with chopped spinach, diet frozen meal",18079,"Bread crumbs, dry, grated, plain",2.25
28150210,"Haddock with chopped spinach, diet frozen meal",20027,Cornstarch,2.667
28160650,"Stuffed green pepper, frozen meal",2003,"Spices, basil, dried",1.1
28160650,"Stuffed green pepper, frozen meal",2020,"Spices, garlic powder",1.1
28160650,"Stuffed green pepper, frozen meal",2030,"Spices, pepper, black",1.1
28160650,"Stuffed green pepper, frozen meal",2042,"Spices, thyme, dried",1.1
28160650,"Stuffed green pepper, frozen meal",2047,"Salt, table",1.1
28160650,"Stuffed green pepper, frozen meal",4614,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",5.27
28160650,"Stuffed green pepper, frozen meal",11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",1.1
28160650,"Stuffed green pepper, frozen meal",11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",26.28
28160650,"Stuffed green pepper, frozen meal",11530,"Tomatoes, red, ripe, cooked",43.8
28160650,"Stuffed green pepper, frozen meal",11888,"Tomato products, canned, puree, with salt added",10.95
28160650,"Stuffed green pepper, frozen meal",11935,Catsup,2.19
28160650,"Stuffed green pepper, frozen meal",14429,"Water, tap, municipal",43.8
28160650,"Stuffed green pepper, frozen meal",18079,"Bread crumbs, dry, grated, plain",2.19
28160650,"Stuffed green pepper, frozen meal",19335,"Sugars, granulated",1.1
28160650,"Stuffed green pepper, frozen meal",20027,Cornstarch,1.1
28160650,"Stuffed green pepper, frozen meal",20445,"Rice, white, long-grain, regular, unenriched, cooked without salt",21.9
28160650,"Stuffed green pepper, frozen meal",23580,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",26.28
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",2047,"Salt, table",1.52
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",0.3
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",10086,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",15.25
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11110,"Cabbage, cooked, boiled, drained, without salt",36.6
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11131,"Carrots, frozen, cooked, boiled, drained, without salt",13.72
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11283,"Onions, cooked, boiled, drained, without salt",25.92
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11530,"Tomatoes, red, ripe, cooked",61
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11547,"Tomato products, canned, puree, without salt added",15.25
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",15.25
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",14429,"Water, tap, municipal",45.75
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",18079,"Bread crumbs, dry, grated, plain",1.52
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",19334,"Sugars, brown",0.3
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",19335,"Sugars, granulated",0.3
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",20027,Cornstarch,1.52
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",20445,"Rice, white, long-grain, regular, unenriched, cooked without salt",25.92
28160710,"Stuffed cabbage, with meat and tomato sauce, diet frozen meal",23580,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",36.6
41480000,"Tofu, frozen dessert, flavors other than chocolate",2047,"Salt, table",0.44
41480000,"Tofu, frozen dessert, flavors other than chocolate",4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",10
41480000,"Tofu, frozen dessert, flavors other than chocolate",12155,"Nuts, walnuts, english",8.7
41480000,"Tofu, frozen dessert, flavors other than chocolate",14429,"Water, tap, municipal",34
41480000,"Tofu, frozen dessert, flavors other than chocolate",16122,Soy protein isolate,2.61
41480000,"Tofu, frozen dessert, flavors other than chocolate",16127,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",6.96
41480000,"Tofu, frozen dessert, flavors other than chocolate",19350,"Syrups, corn, light",23.49
41480010,"Tofu, frozen dessert, chocolate",2047,"Salt, table",0.44
41480010,"Tofu, frozen dessert, chocolate",4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",10
41480010,"Tofu, frozen dessert, chocolate",14429,"Water, tap, municipal",34
41480010,"Tofu, frozen dessert, chocolate",16122,Soy protein isolate,0.87
41480010,"Tofu, frozen dessert, chocolate",16127,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",8.7
41480010,"Tofu, frozen dessert, chocolate",19350,"Syrups, corn, light",21.75
41480010,"Tofu, frozen dessert, chocolate",19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",8.7
53366000,"Pie, yogurt, frozen",1073,"Dessert topping, semi solid, frozen",255.15
53366000,"Pie, yogurt, frozen",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",399.1201056
53366000,"Pie, yogurt, frozen",4610,"Margarine, regular, 80% fat, composite, stick, with salt",63.85625
53366000,"Pie, yogurt, frozen",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",11.26875
53366000,"Pie, yogurt, frozen",9316,"Strawberries, raw",72
53366000,"Pie, yogurt, frozen",18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",127.5
53366000,"Pie, yogurt, frozen",19297,Jams and preserves,54.42546894
53366000,"Pie, yogurt, frozen",19335,"Sugars, granulated",50
53366000,"Pie, yogurt, frozen",999328,Vitamin D as ingredient,0.05442546894
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",2047,"Salt, table",0.1
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",4044,"Oil, soybean, salad or cooking",1
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",4511,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",4.3
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",9320,"Strawberries, frozen, sweetened, sliced",22.6
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",14429,"Water, tap, municipal",49.5
56205200,"Rice, frozen dessert, nondairy, flavors other than chocolate",20036,"Rice, brown, long-grain, raw",22.6
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",2047,"Salt, table",0.2
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",4044,"Oil, soybean, salad or cooking",0.2
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",4511,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",6.4
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",6.4
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",14429,"Water, tap, municipal",6
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",16055,Carob flour,6.4
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",20037,"Rice, brown, long-grain, cooked",75
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",2047,"Salt, table",0.2
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",4044,"Oil, soybean, salad or cooking",0.2
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",4511,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",6
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",4
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",19078,"Baking chocolate, unsweetened, squares",6
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",19166,"Cocoa, dry powder, unsweetened, processed with alkali",6
56205240,"Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",20037,"Rice, brown, long-grain, cooked",78
58301020,"Lasagna with cheese and sauce, diet frozen meal",1029,"Cheese, mozzarella, low moisture, part-skim",4.6
58301020,"Lasagna with cheese and sauce, diet frozen meal",1037,"Cheese, ricotta, part skim milk",4.6
58301020,"Lasagna with cheese and sauce, diet frozen meal",1038,"Cheese, romano",4.1
58301020,"Lasagna with cheese and sauce, diet frozen meal",2020,"Spices, garlic powder",0.1
58301020,"Lasagna with cheese and sauce, diet frozen meal",2047,"Salt, table",0.5
58301020,"Lasagna with cheese and sauce, diet frozen meal",4053,"Oil, olive, salad or cooking",2.2
58301020,"Lasagna with cheese and sauce, diet frozen meal",11284,"Onions, dehydrated flakes",0.5
58301020,"Lasagna with cheese and sauce, diet frozen meal",11531,"Tomatoes, red, ripe, canned, packed in tomato juice",4.6
58301020,"Lasagna with cheese and sauce, diet frozen meal",11888,"Tomato products, canned, puree, with salt added",36
58301020,"Lasagna with cheese and sauce, diet frozen meal",14429,"Water, tap, municipal",4.6
58301020,"Lasagna with cheese and sauce, diet frozen meal",20027,Cornstarch,2.2
58301020,"Lasagna with cheese and sauce, diet frozen meal",20121,"Pasta, cooked, enriched, without added salt",36
58301030,"Veal lasagna, diet frozen meal",1014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",15
58301030,"Veal lasagna, diet frozen meal",1028,"Cheese, mozzarella, part skim milk",15
58301030,"Veal lasagna, diet frozen meal",1032,"Cheese, parmesan, grated",3
58301030,"Veal lasagna, diet frozen meal",1038,"Cheese, romano",2
58301030,"Veal lasagna, diet frozen meal",2027,"Spices, oregano, dried",3
58301030,"Veal lasagna, diet frozen meal",2047,"Salt, table",2
58301030,"Veal lasagna, diet frozen meal",11125,"Carrots, cooked, boiled, drained, without salt",11
58301030,"Veal lasagna, diet frozen meal",11144,"Celery, cooked, boiled, drained, without salt",20
58301030,"Veal lasagna, diet frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",20
58301030,"Veal lasagna, diet frozen meal",11283,"Onions, cooked, boiled, drained, without salt",25
58301030,"Veal lasagna, diet frozen meal",11530,"Tomatoes, red, ripe, cooked",45
58301030,"Veal lasagna, diet frozen meal",11546,"Tomato products, canned, paste, without salt added",3
58301030,"Veal lasagna, diet frozen meal",14429,"Water, tap, municipal",60
58301030,"Veal lasagna, diet frozen meal",17109,"Veal, loin, separable lean only, cooked, roasted",35
58301030,"Veal lasagna, diet frozen meal",19334,"Sugars, brown",2
58301030,"Veal lasagna, diet frozen meal",20027,Cornstarch,3
